prirustkovy_pocet_nakazenych-12,prirustkovy_pocet_vylecenych-12,prirustkovy_pocet_umrti-12,first_vaccine_cumulative-12,second_vaccine_cumulative-12,aktualne_nakazenych-12,prirustkovy_pocet_nakazenych-11,prirustkovy_pocet_vylecenych-11,prirustkovy_pocet_umrti-11,first_vaccine_cumulative-11,second_vaccine_cumulative-11,aktualne_nakazenych-11,prirustkovy_pocet_nakazenych-10,prirustkovy_pocet_vylecenych-10,prirustkovy_pocet_umrti-10,first_vaccine_cumulative-10,second_vaccine_cumulative-10,aktualne_nakazenych-10,prirustkovy_pocet_nakazenych-9,prirustkovy_pocet_vylecenych-9,prirustkovy_pocet_umrti-9,first_vaccine_cumulative-9,second_vaccine_cumulative-9,aktualne_nakazenych-9,prirustkovy_pocet_nakazenych-8,prirustkovy_pocet_vylecenych-8,prirustkovy_pocet_umrti-8,first_vaccine_cumulative-8,second_vaccine_cumulative-8,aktualne_nakazenych-8,prirustkovy_pocet_nakazenych-7,prirustkovy_pocet_vylecenych-7,prirustkovy_pocet_umrti-7,first_vaccine_cumulative-7,second_vaccine_cumulative-7,aktualne_nakazenych-7,prirustkovy_pocet_nakazenych-6,prirustkovy_pocet_vylecenych-6,prirustkovy_pocet_umrti-6,first_vaccine_cumulative-6,second_vaccine_cumulative-6,aktualne_nakazenych-6,prirustkovy_pocet_nakazenych-5,prirustkovy_pocet_vylecenych-5,prirustkovy_pocet_umrti-5,first_vaccine_cumulative-5,second_vaccine_cumulative-5,aktualne_nakazenych-5,prirustkovy_pocet_nakazenych-4,prirustkovy_pocet_vylecenych-4,prirustkovy_pocet_umrti-4,first_vaccine_cumulative-4,second_vaccine_cumulative-4,aktualne_nakazenych-4,prirustkovy_pocet_nakazenych-3,prirustkovy_pocet_vylecenych-3,prirustkovy_pocet_umrti-3,first_vaccine_cumulative-3,second_vaccine_cumulative-3,aktualne_nakazenych-3,prirustkovy_pocet_nakazenych-2,prirustkovy_pocet_vylecenych-2,prirustkovy_pocet_umrti-2,first_vaccine_cumulative-2,second_vaccine_cumulative-2,aktualne_nakazenych-2,prirustkovy_pocet_nakazenych-1,prirustkovy_pocet_vylecenych-1,prirustkovy_pocet_umrti-1,first_vaccine_cumulative-1,second_vaccine_cumulative-1,aktualne_nakazenych-1
485,267,0,0,0,4189,320,150,3,0,0,4356,275,97,1,0,0,4533,256,327,1,0,0,4461,497,279,1,0,0,4678,645,328,0,0,0,4995,675,370,4,0,0,5296,797,334,3,0,0,5756,504,163,5,0,0,6092,410,130,3,0,0,6369,561,420,2,0,0,6508,1161,343,5,0,0,7321
320,150,3,0,0,4356,275,97,1,0,0,4533,256,327,1,0,0,4461,497,279,1,0,0,4678,645,328,0,0,0,4995,675,370,4,0,0,5296,797,334,3,0,0,5756,504,163,5,0,0,6092,410,130,3,0,0,6369,561,420,2,0,0,6508,1161,343,5,0,0,7321,1158,406,3,0,0,8070
275,97,1,0,0,4533,256,327,1,0,0,4461,497,279,1,0,0,4678,645,328,0,0,0,4995,675,370,4,0,0,5296,797,334,3,0,0,5756,504,163,5,0,0,6092,410,130,3,0,0,6369,561,420,2,0,0,6508,1161,343,5,0,0,7321,1158,406,3,0,0,8070,1383,560,5,0,0,8888
256,327,1,0,0,4461,497,279,1,0,0,4678,645,328,0,0,0,4995,675,370,4,0,0,5296,797,334,3,0,0,5756,504,163,5,0,0,6092,410,130,3,0,0,6369,561,420,2,0,0,6508,1161,343,5,0,0,7321,1158,406,3,0,0,8070,1383,560,5,0,0,8888,1442,872,3,0,0,9455
497,279,1,0,0,4678,645,328,0,0,0,4995,675,370,4,0,0,5296,797,334,3,0,0,5756,504,163,5,0,0,6092,410,130,3,0,0,6369,561,420,2,0,0,6508,1161,343,5,0,0,7321,1158,406,3,0,0,8070,1383,560,5,0,0,8888,1442,872,3,0,0,9455,1537,726,6,0,0,10260
645,328,0,0,0,4995,675,370,4,0,0,5296,797,334,3,0,0,5756,504,163,5,0,0,6092,410,130,3,0,0,6369,561,420,2,0,0,6508,1161,343,5,0,0,7321,1158,406,3,0,0,8070,1383,560,5,0,0,8888,1442,872,3,0,0,9455,1537,726,6,0,0,10260,791,703,5,0,0,10343
675,370,4,0,0,5296,797,334,3,0,0,5756,504,163,5,0,0,6092,410,130,3,0,0,6369,561,420,2,0,0,6508,1161,343,5,0,0,7321,1158,406,3,0,0,8070,1383,560,5,0,0,8888,1442,872,3,0,0,9455,1537,726,6,0,0,10260,791,703,5,0,0,10343,1028,977,6,0,0,10388
797,334,3,0,0,5756,504,163,5,0,0,6092,410,130,3,0,0,6369,561,420,2,0,0,6508,1161,343,5,0,0,7321,1158,406,3,0,0,8070,1383,560,5,0,0,8888,1442,872,3,0,0,9455,1537,726,6,0,0,10260,791,703,5,0,0,10343,1028,977,6,0,0,10388,1676,549,10,0,0,11505
504,163,5,0,0,6092,410,130,3,0,0,6369,561,420,2,0,0,6508,1161,343,5,0,0,7321,1158,406,3,0,0,8070,1383,560,5,0,0,8888,1442,872,3,0,0,9455,1537,726,6,0,0,10260,791,703,5,0,0,10343,1028,977,6,0,0,10388,1676,549,10,0,0,11505,2133,338,7,0,0,13293
410,130,3,0,0,6369,561,420,2,0,0,6508,1161,343,5,0,0,7321,1158,406,3,0,0,8070,1383,560,5,0,0,8888,1442,872,3,0,0,9455,1537,726,6,0,0,10260,791,703,5,0,0,10343,1028,977,6,0,0,10388,1676,549,10,0,0,11505,2133,338,7,0,0,13293,3125,874,7,0,0,15537
561,420,2,0,0,6508,1161,343,5,0,0,7321,1158,406,3,0,0,8070,1383,560,5,0,0,8888,1442,872,3,0,0,9455,1537,726,6,0,0,10260,791,703,5,0,0,10343,1028,977,6,0,0,10388,1676,549,10,0,0,11505,2133,338,7,0,0,13293,3125,874,7,0,0,15537,2108,1051,12,0,0,16582
1161,343,5,0,0,7321,1158,406,3,0,0,8070,1383,560,5,0,0,8888,1442,872,3,0,0,9455,1537,726,6,0,0,10260,791,703,5,0,0,10343,1028,977,6,0,0,10388,1676,549,10,0,0,11505,2133,338,7,0,0,13293,3125,874,7,0,0,15537,2108,1051,12,0,0,16582,2045,1050,8,0,0,17569
1158,406,3,0,0,8070,1383,560,5,0,0,8888,1442,872,3,0,0,9455,1537,726,6,0,0,10260,791,703,5,0,0,10343,1028,977,6,0,0,10388,1676,549,10,0,0,11505,2133,338,7,0,0,13293,3125,874,7,0,0,15537,2108,1051,12,0,0,16582,2045,1050,8,0,0,17569,984,1191,6,0,0,17356
1383,560,5,0,0,8888,1442,872,3,0,0,9455,1537,726,6,0,0,10260,791,703,5,0,0,10343,1028,977,6,0,0,10388,1676,549,10,0,0,11505,2133,338,7,0,0,13293,3125,874,7,0,0,15537,2108,1051,12,0,0,16582,2045,1050,8,0,0,17569,984,1191,6,0,0,17356,1477,1578,15,0,0,17240
1442,872,3,0,0,9455,1537,726,6,0,0,10260,791,703,5,0,0,10343,1028,977,6,0,0,10388,1676,549,10,0,0,11505,2133,338,7,0,0,13293,3125,874,7,0,0,15537,2108,1051,12,0,0,16582,2045,1050,8,0,0,17569,984,1191,6,0,0,17356,1477,1578,15,0,0,17240,2387,1017,10,0,0,18600
1537,726,6,0,0,10260,791,703,5,0,0,10343,1028,977,6,0,0,10388,1676,549,10,0,0,11505,2133,338,7,0,0,13293,3125,874,7,0,0,15537,2108,1051,12,0,0,16582,2045,1050,8,0,0,17569,984,1191,6,0,0,17356,1477,1578,15,0,0,17240,2387,1017,10,0,0,18600,2305,855,22,0,0,20028
791,703,5,0,0,10343,1028,977,6,0,0,10388,1676,549,10,0,0,11505,2133,338,7,0,0,13293,3125,874,7,0,0,15537,2108,1051,12,0,0,16582,2045,1050,8,0,0,17569,984,1191,6,0,0,17356,1477,1578,15,0,0,17240,2387,1017,10,0,0,18600,2305,855,22,0,0,20028,2906,1528,10,0,0,21396
1028,977,6,0,0,10388,1676,549,10,0,0,11505,2133,338,7,0,0,13293,3125,874,7,0,0,15537,2108,1051,12,0,0,16582,2045,1050,8,0,0,17569,984,1191,6,0,0,17356,1477,1578,15,0,0,17240,2387,1017,10,0,0,18600,2305,855,22,0,0,20028,2906,1528,10,0,0,21396,2945,1946,10,0,0,22385
1676,549,10,0,0,11505,2133,338,7,0,0,13293,3125,874,7,0,0,15537,2108,1051,12,0,0,16582,2045,1050,8,0,0,17569,984,1191,6,0,0,17356,1477,1578,15,0,0,17240,2387,1017,10,0,0,18600,2305,855,22,0,0,20028,2906,1528,10,0,0,21396,2945,1946,10,0,0,22385,1981,1664,16,0,0,22686
2133,338,7,0,0,13293,3125,874,7,0,0,15537,2108,1051,12,0,0,16582,2045,1050,8,0,0,17569,984,1191,6,0,0,17356,1477,1578,15,0,0,17240,2387,1017,10,0,0,18600,2305,855,22,0,0,20028,2906,1528,10,0,0,21396,2945,1946,10,0,0,22385,1981,1664,16,0,0,22686,1305,2021,16,0,0,21954
3125,874,7,0,0,15537,2108,1051,12,0,0,16582,2045,1050,8,0,0,17569,984,1191,6,0,0,17356,1477,1578,15,0,0,17240,2387,1017,10,0,0,18600,2305,855,22,0,0,20028,2906,1528,10,0,0,21396,2945,1946,10,0,0,22385,1981,1664,16,0,0,22686,1305,2021,16,0,0,21954,1284,1973,11,0,0,21254
2108,1051,12,0,0,16582,2045,1050,8,0,0,17569,984,1191,6,0,0,17356,1477,1578,15,0,0,17240,2387,1017,10,0,0,18600,2305,855,22,0,0,20028,2906,1528,10,0,0,21396,2945,1946,10,0,0,22385,1981,1664,16,0,0,22686,1305,2021,16,0,0,21954,1284,1973,11,0,0,21254,1962,1732,21,0,0,21463
2045,1050,8,0,0,17569,984,1191,6,0,0,17356,1477,1578,15,0,0,17240,2387,1017,10,0,0,18600,2305,855,22,0,0,20028,2906,1528,10,0,0,21396,2945,1946,10,0,0,22385,1981,1664,16,0,0,22686,1305,2021,16,0,0,21954,1284,1973,11,0,0,21254,1962,1732,21,0,0,21463,2925,1317,16,0,0,23055
984,1191,6,0,0,17356,1477,1578,15,0,0,17240,2387,1017,10,0,0,18600,2305,855,22,0,0,20028,2906,1528,10,0,0,21396,2945,1946,10,0,0,22385,1981,1664,16,0,0,22686,1305,2021,16,0,0,21954,1284,1973,11,0,0,21254,1962,1732,21,0,0,21463,2925,1317,16,0,0,23055,3503,1979,29,0,0,24550
1477,1578,15,0,0,17240,2387,1017,10,0,0,18600,2305,855,22,0,0,20028,2906,1528,10,0,0,21396,2945,1946,10,0,0,22385,1981,1664,16,0,0,22686,1305,2021,16,0,0,21954,1284,1973,11,0,0,21254,1962,1732,21,0,0,21463,2925,1317,16,0,0,23055,3503,1979,29,0,0,24550,3795,2421,21,0,0,25903
2387,1017,10,0,0,18600,2305,855,22,0,0,20028,2906,1528,10,0,0,21396,2945,1946,10,0,0,22385,1981,1664,16,0,0,22686,1305,2021,16,0,0,21954,1284,1973,11,0,0,21254,1962,1732,21,0,0,21463,2925,1317,16,0,0,23055,3503,1979,29,0,0,24550,3795,2421,21,0,0,25903,2554,2246,13,0,0,26198
2305,855,22,0,0,20028,2906,1528,10,0,0,21396,2945,1946,10,0,0,22385,1981,1664,16,0,0,22686,1305,2021,16,0,0,21954,1284,1973,11,0,0,21254,1962,1732,21,0,0,21463,2925,1317,16,0,0,23055,3503,1979,29,0,0,24550,3795,2421,21,0,0,25903,2554,2246,13,0,0,26198,1841,2200,35,0,0,25804
2906,1528,10,0,0,21396,2945,1946,10,0,0,22385,1981,1664,16,0,0,22686,1305,2021,16,0,0,21954,1284,1973,11,0,0,21254,1962,1732,21,0,0,21463,2925,1317,16,0,0,23055,3503,1979,29,0,0,24550,3795,2421,21,0,0,25903,2554,2246,13,0,0,26198,1841,2200,35,0,0,25804,3118,2894,29,0,0,25999
2945,1946,10,0,0,22385,1981,1664,16,0,0,22686,1305,2021,16,0,0,21954,1284,1973,11,0,0,21254,1962,1732,21,0,0,21463,2925,1317,16,0,0,23055,3503,1979,29,0,0,24550,3795,2421,21,0,0,25903,2554,2246,13,0,0,26198,1841,2200,35,0,0,25804,3118,2894,29,0,0,25999,4458,2002,38,0,0,28417
1981,1664,16,0,0,22686,1305,2021,16,0,0,21954,1284,1973,11,0,0,21254,1962,1732,21,0,0,21463,2925,1317,16,0,0,23055,3503,1979,29,0,0,24550,3795,2421,21,0,0,25903,2554,2246,13,0,0,26198,1841,2200,35,0,0,25804,3118,2894,29,0,0,25999,4458,2002,38,0,0,28417,5336,1522,51,0,0,32180
1305,2021,16,0,0,21954,1284,1973,11,0,0,21254,1962,1732,21,0,0,21463,2925,1317,16,0,0,23055,3503,1979,29,0,0,24550,3795,2421,21,0,0,25903,2554,2246,13,0,0,26198,1841,2200,35,0,0,25804,3118,2894,29,0,0,25999,4458,2002,38,0,0,28417,5336,1522,51,0,0,32180,5394,1571,26,0,0,35977
1284,1973,11,0,0,21254,1962,1732,21,0,0,21463,2925,1317,16,0,0,23055,3503,1979,29,0,0,24550,3795,2421,21,0,0,25903,2554,2246,13,0,0,26198,1841,2200,35,0,0,25804,3118,2894,29,0,0,25999,4458,2002,38,0,0,28417,5336,1522,51,0,0,32180,5394,1571,26,0,0,35977,8618,2251,61,0,0,42283
1962,1732,21,0,0,21463,2925,1317,16,0,0,23055,3503,1979,29,0,0,24550,3795,2421,21,0,0,25903,2554,2246,13,0,0,26198,1841,2200,35,0,0,25804,3118,2894,29,0,0,25999,4458,2002,38,0,0,28417,5336,1522,51,0,0,32180,5394,1571,26,0,0,35977,8618,2251,61,0,0,42283,4637,2703,53,0,0,44164
2925,1317,16,0,0,23055,3503,1979,29,0,0,24550,3795,2421,21,0,0,25903,2554,2246,13,0,0,26198,1841,2200,35,0,0,25804,3118,2894,29,0,0,25999,4458,2002,38,0,0,28417,5336,1522,51,0,0,32180,5394,1571,26,0,0,35977,8618,2251,61,0,0,42283,4637,2703,53,0,0,44164,3104,2998,43,0,0,44227
3503,1979,29,0,0,24550,3795,2421,21,0,0,25903,2554,2246,13,0,0,26198,1841,2200,35,0,0,25804,3118,2894,29,0,0,25999,4458,2002,38,0,0,28417,5336,1522,51,0,0,32180,5394,1571,26,0,0,35977,8618,2251,61,0,0,42283,4637,2703,53,0,0,44164,3104,2998,43,0,0,44227,4307,3732,70,0,0,44732
3795,2421,21,0,0,25903,2554,2246,13,0,0,26198,1841,2200,35,0,0,25804,3118,2894,29,0,0,25999,4458,2002,38,0,0,28417,5336,1522,51,0,0,32180,5394,1571,26,0,0,35977,8618,2251,61,0,0,42283,4637,2703,53,0,0,44164,3104,2998,43,0,0,44227,4307,3732,70,0,0,44732,8324,2506,53,0,0,50497
2554,2246,13,0,0,26198,1841,2200,35,0,0,25804,3118,2894,29,0,0,25999,4458,2002,38,0,0,28417,5336,1522,51,0,0,32180,5394,1571,26,0,0,35977,8618,2251,61,0,0,42283,4637,2703,53,0,0,44164,3104,2998,43,0,0,44227,4307,3732,70,0,0,44732,8324,2506,53,0,0,50497,9544,1779,67,0,0,58195
1841,2200,35,0,0,25804,3118,2894,29,0,0,25999,4458,2002,38,0,0,28417,5336,1522,51,0,0,32180,5394,1571,26,0,0,35977,8618,2251,61,0,0,42283,4637,2703,53,0,0,44164,3104,2998,43,0,0,44227,4307,3732,70,0,0,44732,8324,2506,53,0,0,50497,9544,1779,67,0,0,58195,9724,3415,63,0,0,64441
3118,2894,29,0,0,25999,4458,2002,38,0,0,28417,5336,1522,51,0,0,32180,5394,1571,26,0,0,35977,8618,2251,61,0,0,42283,4637,2703,53,0,0,44164,3104,2998,43,0,0,44227,4307,3732,70,0,0,44732,8324,2506,53,0,0,50497,9544,1779,67,0,0,58195,9724,3415,63,0,0,64441,11104,5145,80,0,0,70320
4458,2002,38,0,0,28417,5336,1522,51,0,0,32180,5394,1571,26,0,0,35977,8618,2251,61,0,0,42283,4637,2703,53,0,0,44164,3104,2998,43,0,0,44227,4307,3732,70,0,0,44732,8324,2506,53,0,0,50497,9544,1779,67,0,0,58195,9724,3415,63,0,0,64441,11104,5145,80,0,0,70320,8713,5312,81,0,0,73640
5336,1522,51,0,0,32180,5394,1571,26,0,0,35977,8618,2251,61,0,0,42283,4637,2703,53,0,0,44164,3104,2998,43,0,0,44227,4307,3732,70,0,0,44732,8324,2506,53,0,0,50497,9544,1779,67,0,0,58195,9724,3415,63,0,0,64441,11104,5145,80,0,0,70320,8713,5312,81,0,0,73640,5059,5507,82,0,0,73110
5394,1571,26,0,0,35977,8618,2251,61,0,0,42283,4637,2703,53,0,0,44164,3104,2998,43,0,0,44227,4307,3732,70,0,0,44732,8324,2506,53,0,0,50497,9544,1779,67,0,0,58195,9724,3415,63,0,0,64441,11104,5145,80,0,0,70320,8713,5312,81,0,0,73640,5059,5507,82,0,0,73110,8077,6171,110,0,0,74906
8618,2251,61,0,0,42283,4637,2703,53,0,0,44164,3104,2998,43,0,0,44227,4307,3732,70,0,0,44732,8324,2506,53,0,0,50497,9544,1779,67,0,0,58195,9724,3415,63,0,0,64441,11104,5145,80,0,0,70320,8713,5312,81,0,0,73640,5059,5507,82,0,0,73110,8077,6171,110,0,0,74906,11985,4477,109,0,0,82305
4637,2703,53,0,0,44164,3104,2998,43,0,0,44227,4307,3732,70,0,0,44732,8324,2506,53,0,0,50497,9544,1779,67,0,0,58195,9724,3415,63,0,0,64441,11104,5145,80,0,0,70320,8713,5312,81,0,0,73640,5059,5507,82,0,0,73110,8077,6171,110,0,0,74906,11985,4477,109,0,0,82305,14971,3442,131,0,0,93703
3104,2998,43,0,0,44227,4307,3732,70,0,0,44732,8324,2506,53,0,0,50497,9544,1779,67,0,0,58195,9724,3415,63,0,0,64441,11104,5145,80,0,0,70320,8713,5312,81,0,0,73640,5059,5507,82,0,0,73110,8077,6171,110,0,0,74906,11985,4477,109,0,0,82305,14971,3442,131,0,0,93703,14156,4988,127,0,0,102744
4307,3732,70,0,0,44732,8324,2506,53,0,0,50497,9544,1779,67,0,0,58195,9724,3415,63,0,0,64441,11104,5145,80,0,0,70320,8713,5312,81,0,0,73640,5059,5507,82,0,0,73110,8077,6171,110,0,0,74906,11985,4477,109,0,0,82305,14971,3442,131,0,0,93703,14156,4988,127,0,0,102744,15248,8625,125,0,0,109242
8324,2506,53,0,0,50497,9544,1779,67,0,0,58195,9724,3415,63,0,0,64441,11104,5145,80,0,0,70320,8713,5312,81,0,0,73640,5059,5507,82,0,0,73110,8077,6171,110,0,0,74906,11985,4477,109,0,0,82305,14971,3442,131,0,0,93703,14156,4988,127,0,0,102744,15248,8625,125,0,0,109242,12473,8344,143,0,0,113228
9544,1779,67,0,0,58195,9724,3415,63,0,0,64441,11104,5145,80,0,0,70320,8713,5312,81,0,0,73640,5059,5507,82,0,0,73110,8077,6171,110,0,0,74906,11985,4477,109,0,0,82305,14971,3442,131,0,0,93703,14156,4988,127,0,0,102744,15248,8625,125,0,0,109242,12473,8344,143,0,0,113228,7300,11054,154,0,0,109320
9724,3415,63,0,0,64441,11104,5145,80,0,0,70320,8713,5312,81,0,0,73640,5059,5507,82,0,0,73110,8077,6171,110,0,0,74906,11985,4477,109,0,0,82305,14971,3442,131,0,0,93703,14156,4988,127,0,0,102744,15248,8625,125,0,0,109242,12473,8344,143,0,0,113228,7300,11054,154,0,0,109320,10273,11955,163,0,0,107475
11104,5145,80,0,0,70320,8713,5312,81,0,0,73640,5059,5507,82,0,0,73110,8077,6171,110,0,0,74906,11985,4477,109,0,0,82305,14971,3442,131,0,0,93703,14156,4988,127,0,0,102744,15248,8625,125,0,0,109242,12473,8344,143,0,0,113228,7300,11054,154,0,0,109320,10273,11955,163,0,0,107475,15667,8880,195,0,0,114067
8713,5312,81,0,0,73640,5059,5507,82,0,0,73110,8077,6171,110,0,0,74906,11985,4477,109,0,0,82305,14971,3442,131,0,0,93703,14156,4988,127,0,0,102744,15248,8625,125,0,0,109242,12473,8344,143,0,0,113228,7300,11054,154,0,0,109320,10273,11955,163,0,0,107475,15667,8880,195,0,0,114067,12977,4358,168,0,0,122518
5059,5507,82,0,0,73110,8077,6171,110,0,0,74906,11985,4477,109,0,0,82305,14971,3442,131,0,0,93703,14156,4988,127,0,0,102744,15248,8625,125,0,0,109242,12473,8344,143,0,0,113228,7300,11054,154,0,0,109320,10273,11955,163,0,0,107475,15667,8880,195,0,0,114067,12977,4358,168,0,0,122518,13050,13142,199,0,0,122227
8077,6171,110,0,0,74906,11985,4477,109,0,0,82305,14971,3442,131,0,0,93703,14156,4988,127,0,0,102744,15248,8625,125,0,0,109242,12473,8344,143,0,0,113228,7300,11054,154,0,0,109320,10273,11955,163,0,0,107475,15667,8880,195,0,0,114067,12977,4358,168,0,0,122518,13050,13142,199,0,0,122227,13604,14695,217,0,0,120919
11985,4477,109,0,0,82305,14971,3442,131,0,0,93703,14156,4988,127,0,0,102744,15248,8625,125,0,0,109242,12473,8344,143,0,0,113228,7300,11054,154,0,0,109320,10273,11955,163,0,0,107475,15667,8880,195,0,0,114067,12977,4358,168,0,0,122518,13050,13142,199,0,0,122227,13604,14695,217,0,0,120919,11428,14520,193,0,0,117634
14971,3442,131,0,0,93703,14156,4988,127,0,0,102744,15248,8625,125,0,0,109242,12473,8344,143,0,0,113228,7300,11054,154,0,0,109320,10273,11955,163,0,0,107475,15667,8880,195,0,0,114067,12977,4358,168,0,0,122518,13050,13142,199,0,0,122227,13604,14695,217,0,0,120919,11428,14520,193,0,0,117634,6551,13887,224,0,0,110074
14156,4988,127,0,0,102744,15248,8625,125,0,0,109242,12473,8344,143,0,0,113228,7300,11054,154,0,0,109320,10273,11955,163,0,0,107475,15667,8880,195,0,0,114067,12977,4358,168,0,0,122518,13050,13142,199,0,0,122227,13604,14695,217,0,0,120919,11428,14520,193,0,0,117634,6551,13887,224,0,0,110074,9241,15865,223,0,0,103227
15248,8625,125,0,0,109242,12473,8344,143,0,0,113228,7300,11054,154,0,0,109320,10273,11955,163,0,0,107475,15667,8880,195,0,0,114067,12977,4358,168,0,0,122518,13050,13142,199,0,0,122227,13604,14695,217,0,0,120919,11428,14520,193,0,0,117634,6551,13887,224,0,0,110074,9241,15865,223,0,0,103227,12090,6689,261,0,0,108367
12473,8344,143,0,0,113228,7300,11054,154,0,0,109320,10273,11955,163,0,0,107475,15667,8880,195,0,0,114067,12977,4358,168,0,0,122518,13050,13142,199,0,0,122227,13604,14695,217,0,0,120919,11428,14520,193,0,0,117634,6551,13887,224,0,0,110074,9241,15865,223,0,0,103227,12090,6689,261,0,0,108367,15726,5715,228,0,0,118150
7300,11054,154,0,0,109320,10273,11955,163,0,0,107475,15667,8880,195,0,0,114067,12977,4358,168,0,0,122518,13050,13142,199,0,0,122227,13604,14695,217,0,0,120919,11428,14520,193,0,0,117634,6551,13887,224,0,0,110074,9241,15865,223,0,0,103227,12090,6689,261,0,0,108367,15726,5715,228,0,0,118150,13237,17065,196,0,0,114126
10273,11955,163,0,0,107475,15667,8880,195,0,0,114067,12977,4358,168,0,0,122518,13050,13142,199,0,0,122227,13604,14695,217,0,0,120919,11428,14520,193,0,0,117634,6551,13887,224,0,0,110074,9241,15865,223,0,0,103227,12090,6689,261,0,0,108367,15726,5715,228,0,0,118150,13237,17065,196,0,0,114126,11546,17080,217,0,0,108375
15667,8880,195,0,0,114067,12977,4358,168,0,0,122518,13050,13142,199,0,0,122227,13604,14695,217,0,0,120919,11428,14520,193,0,0,117634,6551,13887,224,0,0,110074,9241,15865,223,0,0,103227,12090,6689,261,0,0,108367,15726,5715,228,0,0,118150,13237,17065,196,0,0,114126,11546,17080,217,0,0,108375,7721,7481,203,0,0,108412
12977,4358,168,0,0,122518,13050,13142,199,0,0,122227,13604,14695,217,0,0,120919,11428,14520,193,0,0,117634,6551,13887,224,0,0,110074,9241,15865,223,0,0,103227,12090,6689,261,0,0,108367,15726,5715,228,0,0,118150,13237,17065,196,0,0,114126,11546,17080,217,0,0,108375,7721,7481,203,0,0,108412,3611,15221,206,0,0,96596
13050,13142,199,0,0,122227,13604,14695,217,0,0,120919,11428,14520,193,0,0,117634,6551,13887,224,0,0,110074,9241,15865,223,0,0,103227,12090,6689,261,0,0,108367,15726,5715,228,0,0,118150,13237,17065,196,0,0,114126,11546,17080,217,0,0,108375,7721,7481,203,0,0,108412,3611,15221,206,0,0,96596,6049,14502,186,0,0,87957
13604,14695,217,0,0,120919,11428,14520,193,0,0,117634,6551,13887,224,0,0,110074,9241,15865,223,0,0,103227,12090,6689,261,0,0,108367,15726,5715,228,0,0,118150,13237,17065,196,0,0,114126,11546,17080,217,0,0,108375,7721,7481,203,0,0,108412,3611,15221,206,0,0,96596,6049,14502,186,0,0,87957,9057,6703,215,0,0,90096
11428,14520,193,0,0,117634,6551,13887,224,0,0,110074,9241,15865,223,0,0,103227,12090,6689,261,0,0,108367,15726,5715,228,0,0,118150,13237,17065,196,0,0,114126,11546,17080,217,0,0,108375,7721,7481,203,0,0,108412,3611,15221,206,0,0,96596,6049,14502,186,0,0,87957,9057,6703,215,0,0,90096,8919,5381,184,0,0,93450
6551,13887,224,0,0,110074,9241,15865,223,0,0,103227,12090,6689,261,0,0,108367,15726,5715,228,0,0,118150,13237,17065,196,0,0,114126,11546,17080,217,0,0,108375,7721,7481,203,0,0,108412,3611,15221,206,0,0,96596,6049,14502,186,0,0,87957,9057,6703,215,0,0,90096,8919,5381,184,0,0,93450,7874,13955,174,0,0,87195
9241,15865,223,0,0,103227,12090,6689,261,0,0,108367,15726,5715,228,0,0,118150,13237,17065,196,0,0,114126,11546,17080,217,0,0,108375,7721,7481,203,0,0,108412,3611,15221,206,0,0,96596,6049,14502,186,0,0,87957,9057,6703,215,0,0,90096,8919,5381,184,0,0,93450,7874,13955,174,0,0,87195,7358,13269,181,0,0,81103
12090,6689,261,0,0,108367,15726,5715,228,0,0,118150,13237,17065,196,0,0,114126,11546,17080,217,0,0,108375,7721,7481,203,0,0,108412,3611,15221,206,0,0,96596,6049,14502,186,0,0,87957,9057,6703,215,0,0,90096,8919,5381,184,0,0,93450,7874,13955,174,0,0,87195,7358,13269,181,0,0,81103,4196,12064,185,0,0,73050
15726,5715,228,0,0,118150,13237,17065,196,0,0,114126,11546,17080,217,0,0,108375,7721,7481,203,0,0,108412,3611,15221,206,0,0,96596,6049,14502,186,0,0,87957,9057,6703,215,0,0,90096,8919,5381,184,0,0,93450,7874,13955,174,0,0,87195,7358,13269,181,0,0,81103,4196,12064,185,0,0,73050,1891,11148,152,0,0,63641
13237,17065,196,0,0,114126,11546,17080,217,0,0,108375,7721,7481,203,0,0,108412,3611,15221,206,0,0,96596,6049,14502,186,0,0,87957,9057,6703,215,0,0,90096,8919,5381,184,0,0,93450,7874,13955,174,0,0,87195,7358,13269,181,0,0,81103,4196,12064,185,0,0,73050,1891,11148,152,0,0,63641,5418,10158,173,0,0,58728
11546,17080,217,0,0,108375,7721,7481,203,0,0,108412,3611,15221,206,0,0,96596,6049,14502,186,0,0,87957,9057,6703,215,0,0,90096,8919,5381,184,0,0,93450,7874,13955,174,0,0,87195,7358,13269,181,0,0,81103,4196,12064,185,0,0,73050,1891,11148,152,0,0,63641,5418,10158,173,0,0,58728,4246,3977,139,0,0,58858
7721,7481,203,0,0,108412,3611,15221,206,0,0,96596,6049,14502,186,0,0,87957,9057,6703,215,0,0,90096,8919,5381,184,0,0,93450,7874,13955,174,0,0,87195,7358,13269,181,0,0,81103,4196,12064,185,0,0,73050,1891,11148,152,0,0,63641,5418,10158,173,0,0,58728,4246,3977,139,0,0,58858,5514,3279,155,0,0,60938
