prirustkovy_pocet_nakazenych-12,prirustkovy_pocet_vylecenych-12,prirustkovy_pocet_umrti-12,first_vaccine_cumulative-12,second_vaccine_cumulative-12,aktualne_nakazenych-12,prirustkovy_pocet_nakazenych-11,prirustkovy_pocet_vylecenych-11,prirustkovy_pocet_umrti-11,first_vaccine_cumulative-11,second_vaccine_cumulative-11,aktualne_nakazenych-11,prirustkovy_pocet_nakazenych-10,prirustkovy_pocet_vylecenych-10,prirustkovy_pocet_umrti-10,first_vaccine_cumulative-10,second_vaccine_cumulative-10,aktualne_nakazenych-10,prirustkovy_pocet_nakazenych-9,prirustkovy_pocet_vylecenych-9,prirustkovy_pocet_umrti-9,first_vaccine_cumulative-9,second_vaccine_cumulative-9,aktualne_nakazenych-9,prirustkovy_pocet_nakazenych-8,prirustkovy_pocet_vylecenych-8,prirustkovy_pocet_umrti-8,first_vaccine_cumulative-8,second_vaccine_cumulative-8,aktualne_nakazenych-8,prirustkovy_pocet_nakazenych-7,prirustkovy_pocet_vylecenych-7,prirustkovy_pocet_umrti-7,first_vaccine_cumulative-7,second_vaccine_cumulative-7,aktualne_nakazenych-7,prirustkovy_pocet_nakazenych-6,prirustkovy_pocet_vylecenych-6,prirustkovy_pocet_umrti-6,first_vaccine_cumulative-6,second_vaccine_cumulative-6,aktualne_nakazenych-6,prirustkovy_pocet_nakazenych-5,prirustkovy_pocet_vylecenych-5,prirustkovy_pocet_umrti-5,first_vaccine_cumulative-5,second_vaccine_cumulative-5,aktualne_nakazenych-5,prirustkovy_pocet_nakazenych-4,prirustkovy_pocet_vylecenych-4,prirustkovy_pocet_umrti-4,first_vaccine_cumulative-4,second_vaccine_cumulative-4,aktualne_nakazenych-4,prirustkovy_pocet_nakazenych-3,prirustkovy_pocet_vylecenych-3,prirustkovy_pocet_umrti-3,first_vaccine_cumulative-3,second_vaccine_cumulative-3,aktualne_nakazenych-3,prirustkovy_pocet_nakazenych-2,prirustkovy_pocet_vylecenych-2,prirustkovy_pocet_umrti-2,first_vaccine_cumulative-2,second_vaccine_cumulative-2,aktualne_nakazenych-2,prirustkovy_pocet_nakazenych-1,prirustkovy_pocet_vylecenych-1,prirustkovy_pocet_umrti-1,first_vaccine_cumulative-1,second_vaccine_cumulative-1,aktualne_nakazenych-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,5,1,0,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,5,1,0,0,0,0,6,3,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,5,1,0,0,0,0,6,3,0,0,0,0,9,11,0,0,0,0,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,5,1,0,0,0,0,6,3,0,0,0,0,9,11,0,0,0,0,20,7,0,0,0,0,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,5,1,0,0,0,0,6,3,0,0,0,0,9,11,0,0,0,0,20,7,0,0,0,0,27,6,0,0,0,0,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,5,1,0,0,0,0,6,3,0,0,0,0,9,11,0,0,0,0,20,7,0,0,0,0,27,6,0,0,0,0,33,6,0,0,0,0,39
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,5,1,0,0,0,0,6,3,0,0,0,0,9,11,0,0,0,0,20,7,0,0,0,0,27,6,0,0,0,0,33,6,0,0,0,0,39,25,0,0,0,0,64
0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,5,1,0,0,0,0,6,3,0,0,0,0,9,11,0,0,0,0,20,7,0,0,0,0,27,6,0,0,0,0,33,6,0,0,0,0,39,25,0,0,0,0,64,31,0,0,0,0,95
3,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,5,1,0,0,0,0,6,3,0,0,0,0,9,11,0,0,0,0,20,7,0,0,0,0,27,6,0,0,0,0,33,6,0,0,0,0,39,25,0,0,0,0,64,31,0,0,0,0,95,22,0,0,0,0,117
0,0,0,0,0,3,2,0,0,0,0,5,1,0,0,0,0,6,3,0,0,0,0,9,11,0,0,0,0,20,7,0,0,0,0,27,6,0,0,0,0,33,6,0,0,0,0,39,25,0,0,0,0,64,31,0,0,0,0,95,22,0,0,0,0,117,25,0,0,0,0,142
2,0,0,0,0,5,1,0,0,0,0,6,3,0,0,0,0,9,11,0,0,0,0,20,7,0,0,0,0,27,6,0,0,0,0,33,6,0,0,0,0,39,25,0,0,0,0,64,31,0,0,0,0,95,22,0,0,0,0,117,25,0,0,0,0,142,48,1,0,0,0,189
1,0,0,0,0,6,3,0,0,0,0,9,11,0,0,0,0,20,7,0,0,0,0,27,6,0,0,0,0,33,6,0,0,0,0,39,25,0,0,0,0,64,31,0,0,0,0,95,22,0,0,0,0,117,25,0,0,0,0,142,48,1,0,0,0,189,109,3,0,0,0,295
3,0,0,0,0,9,11,0,0,0,0,20,7,0,0,0,0,27,6,0,0,0,0,33,6,0,0,0,0,39,25,0,0,0,0,64,31,0,0,0,0,95,22,0,0,0,0,117,25,0,0,0,0,142,48,1,0,0,0,189,109,3,0,0,0,295,85,0,0,0,0,380
11,0,0,0,0,20,7,0,0,0,0,27,6,0,0,0,0,33,6,0,0,0,0,39,25,0,0,0,0,64,31,0,0,0,0,95,22,0,0,0,0,117,25,0,0,0,0,142,48,1,0,0,0,189,109,3,0,0,0,295,85,0,0,0,0,380,67,0,0,0,0,447
7,0,0,0,0,27,6,0,0,0,0,33,6,0,0,0,0,39,25,0,0,0,0,64,31,0,0,0,0,95,22,0,0,0,0,117,25,0,0,0,0,142,48,1,0,0,0,189,109,3,0,0,0,295,85,0,0,0,0,380,67,0,0,0,0,447,110,1,0,0,0,556
6,0,0,0,0,33,6,0,0,0,0,39,25,0,0,0,0,64,31,0,0,0,0,95,22,0,0,0,0,117,25,0,0,0,0,142,48,1,0,0,0,189,109,3,0,0,0,295,85,0,0,0,0,380,67,0,0,0,0,447,110,1,0,0,0,556,206,1,0,0,0,761
6,0,0,0,0,39,25,0,0,0,0,64,31,0,0,0,0,95,22,0,0,0,0,117,25,0,0,0,0,142,48,1,0,0,0,189,109,3,0,0,0,295,85,0,0,0,0,380,67,0,0,0,0,447,110,1,0,0,0,556,206,1,0,0,0,761,124,3,0,0,0,882
25,0,0,0,0,64,31,0,0,0,0,95,22,0,0,0,0,117,25,0,0,0,0,142,48,1,0,0,0,189,109,3,0,0,0,295,85,0,0,0,0,380,67,0,0,0,0,447,110,1,0,0,0,556,206,1,0,0,0,761,124,3,0,0,0,882,159,5,0,0,0,1036
31,0,0,0,0,95,22,0,0,0,0,117,25,0,0,0,0,142,48,1,0,0,0,189,109,3,0,0,0,295,85,0,0,0,0,380,67,0,0,0,0,447,110,1,0,0,0,556,206,1,0,0,0,761,124,3,0,0,0,882,159,5,0,0,0,1036,115,0,1,0,0,1150
22,0,0,0,0,117,25,0,0,0,0,142,48,1,0,0,0,189,109,3,0,0,0,295,85,0,0,0,0,380,67,0,0,0,0,447,110,1,0,0,0,556,206,1,0,0,0,761,124,3,0,0,0,882,159,5,0,0,0,1036,115,0,1,0,0,1150,126,5,0,0,0,1271
25,0,0,0,0,142,48,1,0,0,0,189,109,3,0,0,0,295,85,0,0,0,0,380,67,0,0,0,0,447,110,1,0,0,0,556,206,1,0,0,0,761,124,3,0,0,0,882,159,5,0,0,0,1036,115,0,1,0,0,1150,126,5,0,0,0,1271,185,4,2,0,0,1450
48,1,0,0,0,189,109,3,0,0,0,295,85,0,0,0,0,380,67,0,0,0,0,447,110,1,0,0,0,556,206,1,0,0,0,761,124,3,0,0,0,882,159,5,0,0,0,1036,115,0,1,0,0,1150,126,5,0,0,0,1271,185,4,2,0,0,1450,292,5,7,0,0,1730
109,3,0,0,0,295,85,0,0,0,0,380,67,0,0,0,0,447,110,1,0,0,0,556,206,1,0,0,0,761,124,3,0,0,0,882,159,5,0,0,0,1036,115,0,1,0,0,1150,126,5,0,0,0,1271,185,4,2,0,0,1450,292,5,7,0,0,1730,259,10,0,0,0,1979
85,0,0,0,0,380,67,0,0,0,0,447,110,1,0,0,0,556,206,1,0,0,0,761,124,3,0,0,0,882,159,5,0,0,0,1036,115,0,1,0,0,1150,126,5,0,0,0,1271,185,4,2,0,0,1450,292,5,7,0,0,1730,259,10,0,0,0,1979,377,15,2,0,0,2339
67,0,0,0,0,447,110,1,0,0,0,556,206,1,0,0,0,761,124,3,0,0,0,882,159,5,0,0,0,1036,115,0,1,0,0,1150,126,5,0,0,0,1271,185,4,2,0,0,1450,292,5,7,0,0,1730,259,10,0,0,0,1979,377,15,2,0,0,2339,263,8,5,0,0,2589
110,1,0,0,0,556,206,1,0,0,0,761,124,3,0,0,0,882,159,5,0,0,0,1036,115,0,1,0,0,1150,126,5,0,0,0,1271,185,4,2,0,0,1450,292,5,7,0,0,1730,259,10,0,0,0,1979,377,15,2,0,0,2339,263,8,5,0,0,2589,159,18,6,0,0,2724
206,1,0,0,0,761,124,3,0,0,0,882,159,5,0,0,0,1036,115,0,1,0,0,1150,126,5,0,0,0,1271,185,4,2,0,0,1450,292,5,7,0,0,1730,259,10,0,0,0,1979,377,15,2,0,0,2339,263,8,5,0,0,2589,159,18,6,0,0,2724,184,30,5,0,0,2873
124,3,0,0,0,882,159,5,0,0,0,1036,115,0,1,0,0,1150,126,5,0,0,0,1271,185,4,2,0,0,1450,292,5,7,0,0,1730,259,10,0,0,0,1979,377,15,2,0,0,2339,263,8,5,0,0,2589,159,18,6,0,0,2724,184,30,5,0,0,2873,305,22,7,0,0,3149
159,5,0,0,0,1036,115,0,1,0,0,1150,126,5,0,0,0,1271,185,4,2,0,0,1450,292,5,7,0,0,1730,259,10,0,0,0,1979,377,15,2,0,0,2339,263,8,5,0,0,2589,159,18,6,0,0,2724,184,30,5,0,0,2873,305,22,7,0,0,3149,283,46,8,0,0,3378
115,0,1,0,0,1150,126,5,0,0,0,1271,185,4,2,0,0,1450,292,5,7,0,0,1730,259,10,0,0,0,1979,377,15,2,0,0,2339,263,8,5,0,0,2589,159,18,6,0,0,2724,184,30,5,0,0,2873,305,22,7,0,0,3149,283,46,8,0,0,3378,268,42,6,0,0,3598
126,5,0,0,0,1271,185,4,2,0,0,1450,292,5,7,0,0,1730,259,10,0,0,0,1979,377,15,2,0,0,2339,263,8,5,0,0,2589,159,18,6,0,0,2724,184,30,5,0,0,2873,305,22,7,0,0,3149,283,46,8,0,0,3378,268,42,6,0,0,3598,333,68,8,0,0,3855
185,4,2,0,0,1450,292,5,7,0,0,1730,259,10,0,0,0,1979,377,15,2,0,0,2339,263,8,5,0,0,2589,159,18,6,0,0,2724,184,30,5,0,0,2873,305,22,7,0,0,3149,283,46,8,0,0,3378,268,42,6,0,0,3598,333,68,8,0,0,3855,283,46,9,0,0,4083
292,5,7,0,0,1730,259,10,0,0,0,1979,377,15,2,0,0,2339,263,8,5,0,0,2589,159,18,6,0,0,2724,184,30,5,0,0,2873,305,22,7,0,0,3149,283,46,8,0,0,3378,268,42,6,0,0,3598,333,68,8,0,0,3855,283,46,9,0,0,4083,117,42,8,0,0,4150
259,10,0,0,0,1979,377,15,2,0,0,2339,263,8,5,0,0,2589,159,18,6,0,0,2724,184,30,5,0,0,2873,305,22,7,0,0,3149,283,46,8,0,0,3378,268,42,6,0,0,3598,333,68,8,0,0,3855,283,46,9,0,0,4083,117,42,8,0,0,4150,236,98,8,0,0,4280
377,15,2,0,0,2339,263,8,5,0,0,2589,159,18,6,0,0,2724,184,30,5,0,0,2873,305,22,7,0,0,3149,283,46,8,0,0,3378,268,42,6,0,0,3598,333,68,8,0,0,3855,283,46,9,0,0,4083,117,42,8,0,0,4150,236,98,8,0,0,4280,196,122,10,0,0,4344
263,8,5,0,0,2589,159,18,6,0,0,2724,184,30,5,0,0,2873,305,22,7,0,0,3149,283,46,8,0,0,3378,268,42,6,0,0,3598,333,68,8,0,0,3855,283,46,9,0,0,4083,117,42,8,0,0,4150,236,98,8,0,0,4280,196,122,10,0,0,4344,294,115,15,0,0,4508
159,18,6,0,0,2724,184,30,5,0,0,2873,305,22,7,0,0,3149,283,46,8,0,0,3378,268,42,6,0,0,3598,333,68,8,0,0,3855,283,46,9,0,0,4083,117,42,8,0,0,4150,236,98,8,0,0,4280,196,122,10,0,0,4344,294,115,15,0,0,4508,257,183,10,0,0,4572
184,30,5,0,0,2873,305,22,7,0,0,3149,283,46,8,0,0,3378,268,42,6,0,0,3598,333,68,8,0,0,3855,283,46,9,0,0,4083,117,42,8,0,0,4150,236,98,8,0,0,4280,196,122,10,0,0,4344,294,115,15,0,0,4508,257,183,10,0,0,4572,163,149,11,0,0,4575
305,22,7,0,0,3149,283,46,8,0,0,3378,268,42,6,0,0,3598,333,68,8,0,0,3855,283,46,9,0,0,4083,117,42,8,0,0,4150,236,98,8,0,0,4280,196,122,10,0,0,4344,294,115,15,0,0,4508,257,183,10,0,0,4572,163,149,11,0,0,4575,170,135,8,0,0,4602
283,46,8,0,0,3378,268,42,6,0,0,3598,333,68,8,0,0,3855,283,46,9,0,0,4083,117,42,8,0,0,4150,236,98,8,0,0,4280,196,122,10,0,0,4344,294,115,15,0,0,4508,257,183,10,0,0,4572,163,149,11,0,0,4575,170,135,8,0,0,4602,89,112,10,0,0,4569
268,42,6,0,0,3598,333,68,8,0,0,3855,283,46,9,0,0,4083,117,42,8,0,0,4150,236,98,8,0,0,4280,196,122,10,0,0,4344,294,115,15,0,0,4508,257,183,10,0,0,4572,163,149,11,0,0,4575,170,135,8,0,0,4602,89,112,10,0,0,4569,68,127,11,0,0,4499
333,68,8,0,0,3855,283,46,9,0,0,4083,117,42,8,0,0,4150,236,98,8,0,0,4280,196,122,10,0,0,4344,294,115,15,0,0,4508,257,183,10,0,0,4572,163,149,11,0,0,4575,170,135,8,0,0,4602,89,112,10,0,0,4569,68,127,11,0,0,4499,82,200,9,0,0,4372
283,46,9,0,0,4083,117,42,8,0,0,4150,236,98,8,0,0,4280,196,122,10,0,0,4344,294,115,15,0,0,4508,257,183,10,0,0,4572,163,149,11,0,0,4575,170,135,8,0,0,4602,89,112,10,0,0,4569,68,127,11,0,0,4499,82,200,9,0,0,4372,160,211,0,0,0,4321
117,42,8,0,0,4150,236,98,8,0,0,4280,196,122,10,0,0,4344,294,115,15,0,0,4508,257,183,10,0,0,4572,163,149,11,0,0,4575,170,135,8,0,0,4602,89,112,10,0,0,4569,68,127,11,0,0,4499,82,200,9,0,0,4372,160,211,0,0,0,4321,132,277,2,0,0,4174
236,98,8,0,0,4280,196,122,10,0,0,4344,294,115,15,0,0,4508,257,183,10,0,0,4572,163,149,11,0,0,4575,170,135,8,0,0,4602,89,112,10,0,0,4569,68,127,11,0,0,4499,82,200,9,0,0,4372,160,211,0,0,0,4321,132,277,2,0,0,4174,116,328,8,0,0,3954
196,122,10,0,0,4344,294,115,15,0,0,4508,257,183,10,0,0,4572,163,149,11,0,0,4575,170,135,8,0,0,4602,89,112,10,0,0,4569,68,127,11,0,0,4499,82,200,9,0,0,4372,160,211,0,0,0,4321,132,277,2,0,0,4174,116,328,8,0,0,3954,105,169,4,0,0,3886
294,115,15,0,0,4508,257,183,10,0,0,4572,163,149,11,0,0,4575,170,135,8,0,0,4602,89,112,10,0,0,4569,68,127,11,0,0,4499,82,200,9,0,0,4372,160,211,0,0,0,4321,132,277,2,0,0,4174,116,328,8,0,0,3954,105,169,4,0,0,3886,92,157,9,0,0,3812
257,183,10,0,0,4572,163,149,11,0,0,4575,170,135,8,0,0,4602,89,112,10,0,0,4569,68,127,11,0,0,4499,82,200,9,0,0,4372,160,211,0,0,0,4321,132,277,2,0,0,4174,116,328,8,0,0,3954,105,169,4,0,0,3886,92,157,9,0,0,3812,154,242,7,0,0,3717
163,149,11,0,0,4575,170,135,8,0,0,4602,89,112,10,0,0,4569,68,127,11,0,0,4499,82,200,9,0,0,4372,160,211,0,0,0,4321,132,277,2,0,0,4174,116,328,8,0,0,3954,105,169,4,0,0,3886,92,157,9,0,0,3812,154,242,7,0,0,3717,133,237,8,0,0,3605
170,135,8,0,0,4602,89,112,10,0,0,4569,68,127,11,0,0,4499,82,200,9,0,0,4372,160,211,0,0,0,4321,132,277,2,0,0,4174,116,328,8,0,0,3954,105,169,4,0,0,3886,92,157,9,0,0,3812,154,242,7,0,0,3717,133,237,8,0,0,3605,99,312,2,0,0,3390
89,112,10,0,0,4569,68,127,11,0,0,4499,82,200,9,0,0,4372,160,211,0,0,0,4321,132,277,2,0,0,4174,116,328,8,0,0,3954,105,169,4,0,0,3886,92,157,9,0,0,3812,154,242,7,0,0,3717,133,237,8,0,0,3605,99,312,2,0,0,3390,55,237,6,0,0,3202
68,127,11,0,0,4499,82,200,9,0,0,4372,160,211,0,0,0,4321,132,277,2,0,0,4174,116,328,8,0,0,3954,105,169,4,0,0,3886,92,157,9,0,0,3812,154,242,7,0,0,3717,133,237,8,0,0,3605,99,312,2,0,0,3390,55,237,6,0,0,3202,86,262,6,0,0,3020
