datum,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti,kumulativni_pocet_testu,kumulativni_pocet_ag_testu,prirustkovy_pocet_nakazenych,prirustkovy_pocet_vylecenych,prirustkovy_pocet_umrti,prirustkovy_pocet_provedenych_testu,prirustkovy_pocet_provedenych_ag_testu
2021-07-15,1671651,1638855,30447,8481673,22885777,227,150,0,37298,79076
2021-07-16,1671894,1639018,30449,8528446,22996238,243,163,2,46773,110461
2021-07-17,1672091,1639102,30449,8560839,23049766,197,84,0,32393,53528
2021-07-18,1672207,1639192,30450,8574871,23103113,116,90,1,14032,53347
2021-07-19,1672426,1639335,30452,8605430,23187245,219,143,2,30559,84132
2021-07-20,1672726,1639463,30452,8636081,23238110,300,128,0,30651,50865
2021-07-21,1672959,1639768,30453,8665527,23290741,233,305,1,29446,52631
2021-07-22,1673159,1640034,30453,8703707,23370094,200,266,0,38180,79353
2021-07-23,1673348,1640293,30453,8750782,23489515,189,259,0,47075,119421
2021-07-24,1673474,1640425,30453,8781691,23549251,126,132,0,30909,59736
2021-07-25,1673555,1640556,30453,8797183,23603241,81,131,0,15492,53990
2021-07-26,1673753,1640849,30453,8829185,23686877,198,293,0,32002,83636
2021-07-27,1674009,1641158,30453,8864568,23744530,256,309,0,35383,57653
2021-07-28,1674202,1641388,30453,8897569,23804437,193,230,0,33001,59907
2021-07-29,1674408,1641632,30453,8937200,23885140,206,244,0,39631,80703
2021-07-30,1674546,1641863,30453,8988664,24005087,138,231,0,51464,119947
2021-07-31,1674662,1642000,30455,9026077,24063152,116,137,2,37413,58065
2021-08-01,1674739,1642109,30457,9041247,24114366,77,109,2,15170,51214
2021-08-02,1674891,1642404,30458,9075479,24199423,152,295,1,34232,85057
2021-08-03,1675129,1642670,30458,9115231,24252676,238,266,0,39752,53253
2021-08-04,1675337,1642882,30458,9146464,24306615,208,212,0,31233,53939
2021-08-05,1675501,1643078,30459,9186975,24377068,164,196,1,40511,70453
2021-08-06,1675676,1643256,30461,9240256,24485990,175,178,2,53281,108922
2021-08-07,1675830,1643352,30461,9278903,24537204,154,96,0,38647,51214
2021-08-08,1675937,1643455,30461,9298434,24588977,107,103,0,19531,51773
2021-08-09,1676109,1643710,30462,9332354,24672729,172,255,1,33920,83752
2021-08-10,1676369,1643902,30462,9370694,24726669,260,192,0,38340,53940
2021-08-11,1676588,1644104,30463,9403492,24780083,219,202,1,32798,53414
2021-08-12,1676778,1644279,30463,9442618,24852293,190,175,0,39126,72210
2021-08-13,1676997,1644410,30463,9496559,24965903,219,131,0,53941,113610
2021-08-14,1677139,1644499,30463,9536609,25025715,142,89,0,40050,59812
2021-08-15,1677216,1644586,30466,9553037,25077138,77,87,3,16428,51423
2021-08-16,1677431,1644813,30469,9588617,25155188,215,227,3,35580,78050
2021-08-17,1677731,1645014,30470,9622550,25202166,300,201,1,33933,46978
2021-08-18,1677939,1645222,30472,9654539,25251526,208,208,2,31989,49360
2021-08-19,1678105,1645407,30474,9691249,25316816,166,185,2,36710,65290
2021-08-20,1678276,1645577,30475,9738592,25422027,171,170,1,47343,105211
2021-08-21,1678410,1645662,30475,9768660,25470787,134,85,0,30068,48760
2021-08-22,1678517,1645767,30475,9784918,25519171,107,105,0,16258,48384
2021-08-23,1678729,1646053,30476,9816691,25588756,212,286,1,31773,69585
2021-08-24,1678978,1646258,30477,9846201,25635363,249,205,1,29510,46607
2021-08-25,1679224,1646481,30479,9872686,25681509,246,223,2,26485,46146
2021-08-26,1679437,1646669,30479,9902170,25746034,213,188,0,29484,64525
2021-08-27,1679619,1646862,30480,9933021,25838126,182,193,1,30851,92092
2021-08-28,1679752,1646952,30482,9950884,25876675,133,90,2,17863,38549
2021-08-29,1679833,1647070,30483,9960725,25907519,81,118,1,9841,30844
2021-08-30,1680074,1647365,30483,9988934,25964282,241,295,0,28209,56763
2021-08-31,1680365,1647590,30483,10028183,26016638,291,225,0,39249,52356
2021-09-01,1680627,1647791,30483,10077058,26060164,262,201,0,48875,43526
2021-09-02,1680933,1647956,30485,10138156,26109459,306,165,2,61098,49295
2021-09-03,1681241,1648149,30485,10162070,26186234,308,193,0,23914,76775
2021-09-04,1681448,1648261,30485,10179166,26216869,207,112,0,17096,30635
2021-09-05,1681588,1648362,30485,10187839,26241977,140,101,0,8673,25108
2021-09-06,1681981,1648628,30486,10235705,26292761,393,266,1,47866,50784
2021-09-07,1682564,1648861,30488,10279268,26324842,583,233,2,43563,32081
2021-09-08,1682946,1649086,30489,10307482,26366594,382,225,1,28214,41752
2021-09-09,1683366,1649258,30489,10335403,26427246,420,172,0,27921,60652
2021-09-10,1683810,1649463,30489,10364720,26506377,444,205,0,29317,79131
2021-09-11,1684060,1649556,30489,10381926,26539389,250,93,0,17206,33012
2021-09-12,1684196,1649699,30491,10390255,26566369,136,143,2,8329,26980
2021-09-13,1684689,1649982,30491,10412329,26619526,493,283,0,22074,53157
2021-09-14,1685246,1650236,30494,10435281,26658529,557,254,3,22952,39003
2021-09-15,1685769,1650563,30497,10458851,26702074,523,327,3,23570,43545
2021-09-16,1686331,1650826,30497,10484171,26761941,562,263,0,25320,59867
2021-09-17,1686775,1651118,30499,10513405,26857616,444,292,2,29234,95675
2021-09-18,1687077,1651264,30504,10530463,26895284,302,146,5,17058,37668
2021-09-19,1687264,1651430,30506,10538490,26923908,187,166,2,8027,28624
2021-09-20,1687745,1652089,30510,10562967,26979160,481,659,4,24477,55252
2021-09-21,1688341,1652492,30512,10587122,27018632,596,403,2,24155,39472
2021-09-22,1688864,1652869,30514,10613236,27059864,523,377,2,26114,41232
2021-09-23,1689348,1653301,30517,10646253,27116348,484,432,3,33017,56484
2021-09-24,1689865,1653716,30517,10682300,27206841,517,415,0,36047,90493
2021-09-25,1690279,1653869,30519,10701211,27241288,414,153,2,18911,34447
2021-09-26,1690529,1654049,30519,10709431,27266202,250,180,0,8220,24914
2021-09-27,1691203,1654637,30519,10733719,27318592,674,588,0,24288,52390
2021-09-28,1691677,1655192,30522,10748330,27339843,474,555,3,14611,21251
2021-09-29,1692410,1655743,30527,10769904,27392559,733,551,5,21574,52716
2021-09-30,1693330,1656214,30528,10799609,27448392,920,471,1,29705,55833
2021-10-01,1694158,1656671,30529,10828542,27529299,828,457,1,28933,80907
2021-10-02,1694710,1656885,30530,10843040,27558268,552,214,1,14498,28969
2021-10-03,1695028,1657119,30534,10851016,27582004,318,234,4,7976,23736
2021-10-04,1695835,1657765,30538,10872860,27629967,807,646,4,21844,47963
2021-10-05,1696949,1658312,30541,10895379,27662870,1114,547,3,22519,32903
2021-10-06,1697997,1658812,30546,10918288,27702774,1048,500,5,22909,39904
2021-10-07,1698988,1659287,30549,10942782,27755681,991,475,3,24494,52907
2021-10-08,1700006,1659819,30553,10970105,27838229,1018,532,4,27323,82548
2021-10-09,1700673,1660074,30556,10985408,27864467,667,255,3,15303,26238
2021-10-10,1701009,1660359,30560,10993327,27886862,336,285,4,7919,22395
2021-10-11,1702353,1661181,30565,11014765,27938205,1344,822,5,21438,51343
2021-10-12,1703860,1661532,30572,11039526,27972444,1507,351,7,24761,34239
2021-10-13,1705359,1662591,30578,11071170,28012811,1499,1059,6,31644,40367
2021-10-14,1706898,1663331,30584,11100368,28068610,1539,740,6,29198,55799
2021-10-15,1708680,1664160,30594,11132409,28155805,1782,829,10,32041,87195
2021-10-16,1709838,1664488,30602,11150080,28188517,1158,328,8,17671,32712
2021-10-17,1710633,1664900,30613,11160339,28212963,795,412,11,10259,24446
2021-10-18,1713168,1666067,30625,11187583,28268643,2535,1167,12,27244,55680
2021-10-19,1716417,1666988,30635,11221388,28306938,3249,921,10,33805,38295
2021-10-20,1719696,1668027,30642,11255829,28354493,3279,1039,7,34441,47555
2021-10-21,1723340,1669014,30652,11297691,28414830,3644,987,10,41862,60337
2021-10-22,1727579,1669984,30666,11343080,28508081,4239,970,14,45389,93251
2021-10-23,1730335,1670460,30679,11373156,28543396,2756,476,13,30076,35315
2021-10-24,1732173,1670995,30699,11390310,28571519,1838,535,20,17154,28123
2021-10-25,1736459,1672611,30719,11430738,28635947,4286,1616,20,40428,64428
2021-10-26,1742748,1673985,30735,11492405,28689282,6289,1374,16,61667,53335
2021-10-27,1748612,1675537,30757,11556661,28768050,5864,1552,22,64256,78768
2021-10-28,1752968,1677092,30783,11598896,28799970,4356,1555,26,42235,31920
2021-10-29,1758722,1678895,30809,11643848,28886954,5754,1803,26,44952,86984
2021-10-30,1763780,1679718,30832,11681898,28919114,5058,823,23,38050,32160
2021-10-31,1766567,1680680,30863,11706567,28957174,2787,962,31,24669,38060
2021-11-01,1774177,1684107,30894,11770799,29006359,7610,3427,31,64232,49185
2021-11-02,1784107,1687313,30929,11830912,29040045,9930,3206,35,60113,33686
2021-11-03,1793581,1690833,30974,11873756,29078149,9474,3520,45,42844,38104
2021-11-04,1802053,1694448,31019,11917447,29120505,8472,3615,45,43691,42356
2021-11-05,1811301,1698592,31076,11967844,29186327,9248,4144,57,50397,65822
2021-11-06,1817042,1700654,31126,12002954,29223071,5741,2062,50,35110,36744
2021-11-07,1820051,1702958,31165,12021245,29247970,3009,2304,39,18291,24899
2021-11-08,1829336,1709495,31213,12071098,29303543,9285,6537,48,49853,55573
2021-11-09,1843907,1714968,31275,12140387,29342864,14571,5473,62,69289,39321
2021-11-10,1857451,1721138,31350,12204535,29384512,13544,6170,75,64148,41648
2021-11-11,1867887,1724139,31421,12268743,29433581,10436,3001,71,64208,49069
2021-11-12,1882131,1731400,31489,12341871,29499970,14244,7261,68,73128,66389
2021-11-13,1891310,1735054,31563,12387889,29534545,9179,3654,74,46018,34575
2021-11-14,1896988,1738736,31625,12416257,29558752,5678,3682,62,28368,24207
2021-11-15,1908535,1748877,31717,12483125,29618586,11547,10141,92,66868,59834
2021-11-16,1931056,1757864,31786,12578744,29669715,22521,8987,69,95619,51129
2021-11-17,1945214,1766487,31868,12640631,29693515,14158,8623,82,61887,23800
2021-11-18,1958653,1774836,31988,12704945,29745002,13439,8349,120,64314,51487
2021-11-19,1981616,1784184,32098,12796596,29810896,22963,9348,110,91651,65894
2021-11-20,1996026,1787904,32193,12862422,29844217,14410,3720,95,65826,33321
2021-11-21,2004284,1791666,32304,12898518,29870178,8258,3762,111,36096,25961
2021-11-22,2018783,1807736,32414,12976659,29917300,14499,16070,110,78141,47122
2021-11-23,2044674,1820980,32529,13081414,29946390,25891,13244,115,104755,29090
2021-11-24,2062705,1833669,32622,13182868,29973735,18031,12689,93,101454,27345
2021-11-25,2090629,1846272,32733,13283928,30008699,27924,12603,111,101060,34964
2021-11-26,2110991,1859529,32850,13383872,30037695,20362,13257,117,99944,28996
2021-11-27,2123515,1865276,32945,13458303,30045531,12524,5747,95,74431,7836
2021-11-28,2132816,1871053,33063,13508191,30055723,9301,5777,118,49888,10192
2021-11-29,2150420,1893323,33167,13595335,30102802,17604,22270,104,87144,47079
2021-11-30,2172414,1912437,33287,13709418,30130197,21994,19114,120,114083,27395
2021-12-01,2193552,1920955,33423,13810021,30154134,21138,8518,136,100603,23937
2021-12-02,2212148,1941246,33545,13911254,30182585,18596,20291,122,101233,28451
2021-12-03,2229817,1941943,33652,14011056,30206169,17669,697,107,99802,23584
2021-12-04,2240794,1942232,33754,14082583,30212957,10977,289,102,71527,6788
2021-12-05,2247125,1942443,33848,14121849,30221247,6331,211,94,39266,8290
2021-12-06,2262666,1942950,33902,14202199,30254158,15541,507,54,80350,32911
