0,1,2,3
10056.105120147404,14839.69477254463,10408.13825993022,15049.501163732428
9971.436152915543,14981.249252938203,12272.91073661246,15139.306410692052
10094.595963357464,15124.25519170014,13440.567559867994,15244.723601447415
12936.371755619226,15224.684592343105,12442.508159495565,15328.750793734414
11633.80774995636,15384.591969849462,15914.40449036255,15482.045066232415
15270.462802532853,15405.418808398266,12793.943303039665,15488.019393926663
10525.15226821712,15523.245644265513,11209.957433940457,15666.080854702572
9429.599565195527,15606.965043516402,8780.598422034529,15740.602986297787
7262.033341299507,15760.450877240877,10517.311347769913,15841.302900432556
9525.15986628879,15951.0773281301,11924.566328737226,15933.957923954582
11054.55339903792,16068.042455871013,11414.5166493529,16056.129777420478
10075.508222511618,16160.5180814815,10348.228676647721,16163.77621335304
8686.66808544513,16224.958744962074,9305.436377082166,16230.449972568256
8110.551109206436,16317.849294896907,8262.263521290384,16331.20666199544
7068.635907315482,16429.74246226939,7061.3588320961135,16429.933679321704
5842.365307922384,16583.384669790325,8634.535206299413,16539.493510057295
7062.11919427387,16701.504134508697,9519.25491603556,16602.969108711437
8583.328068017334,16782.712338640657,8667.696097988004,16694.49732735412
7380.082098781813,16870.87999285758,8165.83959449179,16794.223343634534
6609.959820232853,16933.692658438446,7500.915562620731,16847.443178042955
6862.029914839141,16995.095472453402,6666.959877083279,16937.831137535522
4511.718013467504,17103.36965911731,6018.553301764351,17003.628938163973
4270.52614415604,17219.429253511702,7292.193304218452,17079.88757219954
5922.064710946375,17295.186492346886,7764.338438313225,17132.632108992493
7337.124682697833,17343.653403743534,6716.698905331989,17178.16963992509
5756.149102449146,17415.65399163048,7347.365495424406,17267.799587583362
6189.222458523756,17409.49221233423,5064.673758460857,17281.06687683233
3839.6525457694725,17465.811654412042,4566.508475710373,17369.12673153014
3781.197733389076,17536.561065826743,5221.234445409013,17403.488966518675
3699.772498462755,17624.985001807763,7278.137985802217,17433.447529052002
6340.659178172621,17682.351125199795,7561.860908814913,17477.51744187297
6305.338998085395,17706.41909515146,6833.02156146185,17527.766323271055
5572.606685001055,17730.996428377333,6522.471719703465,17558.267535960535
5434.316733497371,17742.53811648907,5924.076680013266,17595.861939403312
4185.064730043868,17789.316566664467,4670.5051673931985,17634.941999264287
3949.872385376436,17851.750162501354,5281.2970378062955,17699.77804985242
4248.080066159016,17913.060539128914,6732.922642772148,17716.58835087046
5459.286659504384,17960.660300158463,7034.253050427922,17731.270100874524
5812.867874855933,17994.43563908144,6793.845466855986,17801.86945341752
5276.427602066143,17997.264728472284,5415.526549407963,17811.61203662696
4223.338947052345,18041.92785419003,6183.870189616537,17858.874686484214
5132.212934652177,18072.080221106466,5687.002268008569,17884.080366515926
4405.683810238523,18124.870124710844,5212.3970807541145,17935.84653775827
4305.995582402979,18187.531958783868,6280.495847752631,17991.660768093916
