0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
5.797437532610586e-05,0.0,0.0,0.0,0.0,0.0,0.00011594875065221172,1.4051703242079231e-06,0.0,0.0,0.0,0.0,0.00011594875065221172,2.8103406484158462e-06,0.0,0.0,0.0,0.0,0.00011594875065221172,4.21551097262377e-06,0.0,0.0,0.0,0.0,0.0,4.21551097262377e-06,0.0,0.0,0.0,0.0,0.00017392312597831758,6.323266458935654e-06,0.0,0.0,0.0,0.0,0.0006377181285871645,1.405170324207923e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,2.1780140025222806e-05,0.0,0.0,0.0,0.0,0.0006956925039132703,3.0211161970470347e-05,0.0,0.0,0.0,0.0,0.0009855643805437996,4.215510972623769e-05,0.0,0.0,0.0,0.0
0.00011594875065221172,1.4051703242079231e-06,0.0,0.0,0.0,0.0,0.00011594875065221172,2.8103406484158462e-06,0.0,0.0,0.0,0.0,0.00011594875065221172,4.21551097262377e-06,0.0,0.0,0.0,0.0,0.0,4.21551097262377e-06,0.0,0.0,0.0,0.0,0.00017392312597831758,6.323266458935654e-06,0.0,0.0,0.0,0.0,0.0006377181285871645,1.405170324207923e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,2.1780140025222806e-05,0.0,0.0,0.0,0.0,0.0006956925039132703,3.0211161970470347e-05,0.0,0.0,0.0,0.0,0.0009855643805437996,4.215510972623769e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,4.988354650938127e-05,0.0,0.0,0.0,0.0
0.00011594875065221172,2.8103406484158462e-06,0.0,0.0,0.0,0.0,0.00011594875065221172,4.21551097262377e-06,0.0,0.0,0.0,0.0,0.0,4.21551097262377e-06,0.0,0.0,0.0,0.0,0.00017392312597831758,6.323266458935654e-06,0.0,0.0,0.0,0.0,0.0006377181285871645,1.405170324207923e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,2.1780140025222806e-05,0.0,0.0,0.0,0.0,0.0006956925039132703,3.0211161970470347e-05,0.0,0.0,0.0,0.0,0.0009855643805437996,4.215510972623769e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,4.988354650938127e-05,0.0,0.0,0.0,0.0,0.0013913850078265406,6.674559039987634e-05,0.0,0.0,0.0,0.0
0.00011594875065221172,4.21551097262377e-06,0.0,0.0,0.0,0.0,0.0,4.21551097262377e-06,0.0,0.0,0.0,0.0,0.00017392312597831758,6.323266458935654e-06,0.0,0.0,0.0,0.0,0.0006377181285871645,1.405170324207923e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,2.1780140025222806e-05,0.0,0.0,0.0,0.0,0.0006956925039132703,3.0211161970470347e-05,0.0,0.0,0.0,0.0,0.0009855643805437996,4.215510972623769e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,4.988354650938127e-05,0.0,0.0,0.0,0.0,0.0013913850078265406,6.674559039987634e-05,0.0,0.0,0.0,0.0,0.00046379500260884687,7.236627169670804e-05,0.0,0.0,0.0,0.0
0.0,4.21551097262377e-06,0.0,0.0,0.0,0.0,0.00017392312597831758,6.323266458935654e-06,0.0,0.0,0.0,0.0,0.0006377181285871645,1.405170324207923e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,2.1780140025222806e-05,0.0,0.0,0.0,0.0,0.0006956925039132703,3.0211161970470347e-05,0.0,0.0,0.0,0.0,0.0009855643805437996,4.215510972623769e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,4.988354650938127e-05,0.0,0.0,0.0,0.0,0.0013913850078265406,6.674559039987634e-05,0.0,0.0,0.0,0.0,0.00046379500260884687,7.236627169670804e-05,0.0,0.0,0.0,0.0,0.0011015131311960114,8.57153897766833e-05,0.0,0.0,0.0,0.0
0.00017392312597831758,6.323266458935654e-06,0.0,0.0,0.0,0.0,0.0006377181285871645,1.405170324207923e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,2.1780140025222806e-05,0.0,0.0,0.0,0.0,0.0006956925039132703,3.0211161970470347e-05,0.0,0.0,0.0,0.0,0.0009855643805437996,4.215510972623769e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,4.988354650938127e-05,0.0,0.0,0.0,0.0,0.0013913850078265406,6.674559039987634e-05,0.0,0.0,0.0,0.0,0.00046379500260884687,7.236627169670804e-05,0.0,0.0,0.0,0.0,0.0011015131311960114,8.57153897766833e-05,0.0,0.0,0.0,0.0,0.0008116412545654821,9.555158204613876e-05,0.0,0.0,0.0,0.0
0.0006377181285871645,1.405170324207923e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,2.1780140025222806e-05,0.0,0.0,0.0,0.0,0.0006956925039132703,3.0211161970470347e-05,0.0,0.0,0.0,0.0,0.0009855643805437996,4.215510972623769e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,4.988354650938127e-05,0.0,0.0,0.0,0.0,0.0013913850078265406,6.674559039987634e-05,0.0,0.0,0.0,0.0,0.00046379500260884687,7.236627169670804e-05,0.0,0.0,0.0,0.0,0.0011015131311960114,8.57153897766833e-05,0.0,0.0,0.0,0.0,0.0008116412545654821,9.555158204613876e-05,0.0,0.0,0.0,0.0,0.0023769493883703404,0.0001243575736924012,0.0,0.0,0.0,0.0
0.0006377181285871645,2.1780140025222806e-05,0.0,0.0,0.0,0.0,0.0006956925039132703,3.0211161970470347e-05,0.0,0.0,0.0,0.0,0.0009855643805437996,4.215510972623769e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,4.988354650938127e-05,0.0,0.0,0.0,0.0,0.0013913850078265406,6.674559039987634e-05,0.0,0.0,0.0,0.0,0.00046379500260884687,7.236627169670804e-05,0.0,0.0,0.0,0.0,0.0011015131311960114,8.57153897766833e-05,0.0,0.0,0.0,0.0,0.0008116412545654821,9.555158204613876e-05,0.0,0.0,0.0,0.0,0.0023769493883703404,0.0001243575736924012,0.0,0.0,0.0,0.0,0.00040582062728274104,0.00012927566982712891,0.0,0.0,0.0,0.0
0.0006956925039132703,3.0211161970470347e-05,0.0,0.0,0.0,0.0,0.0009855643805437996,4.215510972623769e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,4.988354650938127e-05,0.0,0.0,0.0,0.0,0.0013913850078265406,6.674559039987634e-05,0.0,0.0,0.0,0.0,0.00046379500260884687,7.236627169670804e-05,0.0,0.0,0.0,0.0,0.0011015131311960114,8.57153897766833e-05,0.0,0.0,0.0,0.0,0.0008116412545654821,9.555158204613876e-05,0.0,0.0,0.0,0.0,0.0023769493883703404,0.0001243575736924012,0.0,0.0,0.0,0.0,0.00040582062728274104,0.00012927566982712891,0.0,0.0,0.0,0.0,0.0011015131311960114,0.0001426247879071042,0.0,0.0,0.0,0.0
0.0009855643805437996,4.215510972623769e-05,0.0,0.0,0.0,0.0,0.0006377181285871645,4.988354650938127e-05,0.0,0.0,0.0,0.0,0.0013913850078265406,6.674559039987634e-05,0.0,0.0,0.0,0.0,0.00046379500260884687,7.236627169670804e-05,0.0,0.0,0.0,0.0,0.0011015131311960114,8.57153897766833e-05,0.0,0.0,0.0,0.0,0.0008116412545654821,9.555158204613876e-05,0.0,0.0,0.0,0.0,0.0023769493883703404,0.0001243575736924012,0.0,0.0,0.0,0.0,0.00040582062728274104,0.00012927566982712891,0.0,0.0,0.0,0.0,0.0011015131311960114,0.0001426247879071042,0.0,0.0,0.0,0.0,0.0006956925039132703,0.00015105580985235172,0.0,0.0,0.0,0.0
